review_priority,department,category,title,source_url,sensitivity,recommended_review_action,content_preview,decision,reviewer_notes
P1,Academic Registry,deadlines_calendar,კარიერული განვითარება,https://alte.edu.ge/ka/studenturi-servisebi,high,NEEDS_OFFICIAL_SOURCE,"სტუდენტთა და კურსდამთავრებულთა დასაქმების ხელშეწყობა და კარიერულ განვითარებაზე ზრუნვა, უნივერსიტეტის პრიორიტეტია. ალტე უნივერსიტეტი, მისიის შესაბამისად, მუდმივად ზრუნავს შექმნას ისეთი გარემო, სადაც სტუდენტებს ექნებათ შეს",,
P1,Academic Registry,deadlines_calendar,კლუბები,https://alte.edu.ge/ka/studenturi-tskhovreba,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტში სტუდენტური ცხოვრების მნიშვნელოვანი ნაწილს წარმოადგენს სტუდენტური კლუბები. სტუდენტების მიერ შექმნილი ორგანიზაციები უნივერსიტეტის აქტიური სოციალური და კულტურული გარემოს საფუძველია. იმისათვის, რომ ალტე უნ",,
P1,Academic Registry,deadlines_calendar,მაგისტრებისთვის - აღწერა,https://alte.edu.ge/ka/migheba,high,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტი აცხადებს 2026-2027 წელს საერთო სამაგისტრო გამოცდების ჩაბარების მსურველთა მიღებას სამართლისა და ბიზნესის ადმინისტრირების პროგრამებზე.,,
P1,Academic Registry,deadlines_calendar,მთავარი გვერდი - აღწერა,https://alte.edu.ge/ka/,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტი 24 წლიანი გამოცდილებისა და ისტორიის მქონე, სრულად ავტორიზებული უმაღლესი სასწავლებელია.",,
P1,Academic Registry,deadlines_calendar,მთავარი გვერდი - აღწერა,https://alte.edu.ge/ka/abiturientebisatvis-biznesis-online-skola-itsyeba-2,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტი 24 წლიანი გამოცდილებისა და ისტორიის მქონე, სრულად ავტორიზებული უმაღლესი სასწავლებელია.",,
P1,Academic Registry,deadlines_calendar,მიღების წესები,https://alte.edu.ge/ka/sabakalavro-programebi,high,NEEDS_OFFICIAL_SOURCE,"მიღება ხორციელდება ერთიანი ეროვნული გამოცდების ჩაბარების საფუძველზე და ასევე, საქართველოს კანონმდებლობით დადგენილი სხვა წესის შესაბამისად; ასევე, შესაძლოა სტუდენტი ჩაირიცხოს ერთიანი ეროვნული გამოცდების გავლის გარეშე, საქ",,
P1,Academic Registry,deadlines_calendar,მიღების წესები,https://alte.edu.ge/ka/zhurnalistika,high,NEEDS_OFFICIAL_SOURCE,"მიღება ხორციელდება ერთიანი ეროვნული გამოცდების ჩაბარების საფუძველზე და ასევე, საქართველოს კანონმდებლობით დადგენილი სხვა წესის შესაბამისად; ასევე, შესაძლოა სტუდენტი ჩაირიცხოს ერთიანი ეროვნული გამოცდების გავლის გარეშე, საქ",,
P1,Academic Registry,deadlines_calendar,მიღების წესები და ფასი,https://alte.edu.ge/ka/biznesis-administrireba-mba,high,NEEDS_OFFICIAL_SOURCE,"ბიზნესის ადმინისტრირების სამაგისტრო პროგრამაზე სწავლის უფლება აქვს ბაკალავრს ან მასთან გათანაბრებული აკადემიური ხარისხის მქონე პირს, რომელიც ჩაირიცხება საერთო სამაგისტრო გამოცდების შედეგების საფუძველზე და ფლობს ინგლისურ",,
P1,Academic Registry,deadlines_calendar,მიღების წესები და ფასი,https://alte.edu.ge/ka/samartlis-samagistro,high,NEEDS_OFFICIAL_SOURCE,სამართლის სამაგისტრო პროგრამაზე მისაღები მოთხოვნებია: საერთო სამაგისტრო გამოცდების ჩაბარება. შიდასაუნივერსიტეტო გამოცდების - სამართალსა და ინგლისურ ენაში (B2 დონე) ჩაბარება. მისაღები ადგილების რაოდენობა: 30 ფასი: 2 900 ლ,,
P1,Academic Registry,deadlines_calendar,მომსახურება,https://alte.edu.ge/ka/biblioteka,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის ბიბლიოთეკაში შეგიძლიათ მიიღოთ ინდივიდუალური და/ან ჯგუფური კონსულტაცია საბიბლიოთეკო სერვისის, ბიბლიოთეკათშორისო მომსახურების, სამეცნიერო ბაზების მოხმარების, რეფერატების საბაკალავრო, სამაგისტრო ნაშრომები",,
P1,Academic Registry,deadlines_calendar,პარტნიორი ორგანიზაციები,https://alte.edu.ge/ka/saqartvelos-turizmis-erovnuli-administratsia,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტი აქტიურად თანამშრომლობს, როგორც სხვადასხვა საჯარო უწყებასთან, ასევე სფეროს წამყვან კერძო კომპანიებთან ჩვენი კურსდამთავრებულების კარიერული წინსვლისა და პროფესიული განვითარების მიზნით. მათი რიცხვი ამჟამად",,
P1,Academic Registry,deadlines_calendar,პარტნიორი ორგანიზაციები - აღწერა,https://alte.edu.ge/ka/saqartvelos-turizmis-erovnuli-administratsia,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტი აქტიურად თანამშრომლობს, როგორც სხვადასხვა საჯარო უწყებასთან, ასევე სფეროს წამყვან კერძო კომპანიებთან ჩვენი კურსდამთავრებულების კარიერული წინსვლისა და პროფესიული განვითარების მიზნით.",,
P1,Academic Registry,deadlines_calendar,სამართლის კონგრესი 2025,https://alte.edu.ge/ka/samartlis-kongresi-2025,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტმა ELSA Tbilisi -ის ორგანიზებით ჩატარებულ, რიგით მესამე სამართლის კონგრესს უმასპინძლა. „სამართლის კონგრესი 2025“ სტუდენტებისთვის დასაქმებისა და კარიერული განვითარების კიდევ ერთი შესაძლებლობაა. ღონისძიების",,
P1,Academic Registry,deadlines_calendar,სამართლის კონგრესი 2025,https://alte.edu.ge/ka/samartlis-kongresi-2025-2,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტმა ELSA Tbilisi -ის ორგანიზებით ჩატარებულ, რიგით მესამე სამართლის კონგრესს უმასპინძლა. „სამართლის კონგრესი 2025“ სტუდენტებისთვის დასაქმებისა და კარიერული განვითარების კიდევ ერთი შესაძლებლობაა. ღონისძიების",,
P1,Academic Registry,deadlines_calendar,სამართლისა და ეკონომიკის ცენტრი,https://alte.edu.ge/ka/samartlisa-da-ekonomikis-tsentri,high,NEEDS_OFFICIAL_SOURCE,სამართლის და ეკონომიკის ცენტრი (CoLE) სამართლისა და ეკონომიკის ცენტრი ალტე უნივერსიტეტის სამართლის სკოლისა და ივ. ჯავახიშვილის სახელობის თბილისის სახელმწიფოს უნივერსიტეტის იურიდიული ფაკულტეტის მიერ საუნივერსიტეტო ბაზაზე,,
P1,Academic Registry,deadlines_calendar,სამართლისა და სოციალურ მეცნიერებათა - აღწერა,https://alte.edu.ge/ka/samartlisa-da-sotsialur-metsnierebata-skola,high,NEEDS_OFFICIAL_SOURCE,"პროგრამებით გათვალისწინებულ კომპონენტებს უძღვებიან უნივერსიტეტის მაღალკვალიფიციური აკადემიური პერსონალი, სათანადო გამოცდილებისა და კომპეტენციების მქონე მოწვეული ლექტორები",,
P1,Academic Registry,deadlines_calendar,სამართლისა და სოციალურ მეცნიერებათა - აღწერა,https://alte.edu.ge/ka/samartlisa-da-sotsialur-metsnierebata-skola-2,high,NEEDS_OFFICIAL_SOURCE,"პროგრამებით გათვალისწინებულ კომპონენტებს უძღვებიან უნივერსიტეტის მაღალკვალიფიციური აკადემიური პერსონალი, სათანადო გამოცდილებისა და კომპეტენციების მქონე მოწვეული ლექტორები",,
P1,Academic Registry,deadlines_calendar,სტრატეგიული განვითარების გეგმა,https://alte.edu.ge/ka/universiteti-erti-shekhedvit,high,NEEDS_OFFICIAL_SOURCE,"წარმოგიდგენთ ალტე უნივერსიტეტის სტრატეგიული განვითარების შვიდწლიან გეგმას. უნივერსიტეტის განვითარებისთვის დაგეგმილი ყოველი ნაბიჯი, სრულ შესაბამისობაშია ჩვენს მიერ გაცხადებულ ხედვასთან, რაც გამოყენებითი სწავლების უნიკალურ",,
P1,Academic Registry,deadlines_calendar,სტუდენტური გზამკვლევი,https://alte.edu.ge/ka/akademiuri-informatsia,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის სტუდენტურ გზამკვლევში, მოცემულია ინფორმაცია აკადემიურ მოთხოვნებზე, სასწავლო პროცესებსა და გარემოზე, სტუდენტურ სერვისებზე, საუნივერსიტეტო ცხოვრებასა და აქტივობებზე. მოცემული დოკუმენტის საშუალებით, სტუდე",,
P1,Academic Registry,deadlines_calendar,სტუდენტური გზამკვლევი,https://alte.edu.ge/ka/studenturi-gzamkvlevi,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის სტუდენტურ გზამკვლევში, მოცემულია ინფორმაცია აკადემიურ მოთხოვნებზე, სასწავლო პროცესებსა და გარემოზე, სტუდენტურ სერვისებზე, საუნივერსიტეტო ცხოვრებასა და აქტივობებზე. მოცემული დოკუმენტის საშუალებით, სტუდე",,
P1,Academic Registry,deadlines_calendar,სტუდენტური თვითმმართველობა,https://alte.edu.ge/ka/studenturi-tskhovreba,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის სტუდენტური თვითმმართველობა არის სტუდენტების მიერ გამჭვირვალე და სამართლიანი გზით არჩეული გუნდი, რომელიც ოფიციალურად წარმოადგენს სტუდენტებს უნივერსიტეტის თვითმმართველობის საბჭოზე. თვითმმართველობის მიზან",,
P1,Academic Registry,deadlines_calendar,სტუდენტური თვითმმართველობა,https://alte.edu.ge/ka/studenturi-tvitmmartveloba,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის სტუდენტური თვითმმართველობა არის სტუდენტების მიერ გამჭვირვალე და სამართლიანი გზით არჩეული გუნდი, რომელიც ოფიციალურად წარმოადგენს სტუდენტებს უნივერსიტეტის თვითმმართველობის საბჭოზე. თვითმმართველობის მიზან",,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/akademiuri-programebi,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/biznesis-administrireba-mba,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/biznesis-administrirebis,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/kompiuteruli-metsnierebis-inglisurenovani,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/kompiuteruli-metsnierebis-qartulenovani,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/sabakalavro-programebi,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/saertashoriso-urtiertobebi,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/samartlis,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/samartlis-samagistro,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/stsavla,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/turizmi-2,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,სწავლა - აღწერა,https://alte.edu.ge/ka/zhurnalistika,high,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,
P1,Academic Registry,deadlines_calendar,უნივერსიტეტის შესახებ - აღწერა,https://alte.edu.ge/ka/universiteti-erti-shekhedvit,high,NEEDS_OFFICIAL_SOURCE,გაიგე მეტი ალტე უნივერსიტეტის შესახებ – 23 წლიანი გამოცდილების მქონე წამყვანი კერძო უნივერსიტეტი საქართველოში.,,
P1,Academic Registry,deadlines_calendar,უნივერსიტეტის შესახებ - აღწერა,https://alte.edu.ge/ka/universiteti-erti-shekhedvit,high,NEEDS_OFFICIAL_SOURCE,"თავად სიტყვა „ალტე“ ლათინური სიტყვაა და მწვერვალს, უმაღლეს წერტილს, მისკენ მიმავალ გზას ნიშნავს. ჩვენ გვჯერა, რომ უნივერსიტეტში გატარებული რამდენიმე წელი მხოლოდ დასაწყისია იმ დიდი გზისა, რომელსაც განათლება ჰქვია.",,
P1,Academic Registry,deadlines_calendar,უნივერსიტეტის შესახებ - აღწერა,https://alte.edu.ge/ka/universitetis-shesakheb,high,NEEDS_OFFICIAL_SOURCE,"„ალტე უნივერსიტეტი“ ქართულ საგანმანათლებლო სივრცეში 20 წლიანი გამოცდილებისა და ისტორიის მქონე სრულად ავტორიზებული უმაღლესი სასწავლებელია,",,
P1,Academic Registry,deadlines_calendar,უწყვეტი განათლება,https://alte.edu.ge/ka/stsavla,high,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის უწყვეტი განათლებისა და სატრენინგო პროგრამების დეპარტამენტი წარმოადგენს სასწავლო ერთეულს, რომლის ძირითადი ფუნქციაა ცოდნის, უნარებისა და კომპეტენციების შეძენის უწყვეტი პროცესი, ფორმალური განათლების მიღმა",,
