source_key,source_url,source_file,title,language,department,category,section,chunk_index,sensitivity,review_required,public_answer_allowed,recommended_review_action,content_preview,decision,reviewer,review_date,reviewer_notes
full_alte_local_kb_medicine_md_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,alte_knowledge_base_ka.jsonl,დაფინანსება,ka,Medicine,medicine_md,დაფინანსება,4,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტში, საგანმანათლებლო პროგრამებზე, სტუდენტთა წახალისებისა და ხელშეწყობის მიზნით მოქმედებს ფინანსური მხარდაჭერის მექანიზმები. სტუდენტებსა და აბიტურიენტებს აკადემიური მიღწევების საფუძველზე აქვთ შესაძლებლობა მ",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,alte_knowledge_base_ka.jsonl,დაფინანსება - აღწერა,ka,Academic Registry,deadlines_calendar,დაფინანსება - აღწერა,5,high,true,false,NEEDS_OFFICIAL_SOURCE,"სტუდენტებსა და აბიტურიენტებს აკადემიური მიღწევების საფუძველზე აქვთ შესაძლებლობა მოიპვონ სხვადასხვა ტიპის შიდა და გარე დაფინანსება, რომელიც შეიძლება იყოს სრული ან ნაწილობრივი.",,,,
full_alte_local_kb_medicine_md_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,alte_knowledge_base_ka.jsonl,დაფინანსება,ka,Medicine,medicine_md,დაფინანსება,6,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტში, საგანმანათლებლო პროგრამებით დაინტერესებული აბიტურიენტებისთვის, მოქმედებს სხვადასხვა სახის ფინანსური მხარდაჭერის მექანიზმები, რომლებიც სრულად ან ნაწილობრივ ფარავს სწავლის გადასახადს: ერთიანი ეროვნული გ",,,,
full_alte_local_kb_admissions_general_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,alte_knowledge_base_ka.jsonl,აბიტურიენტების კლუბი - აღწერა,ka,Admissions,admissions_general,აბიტურიენტების კლუბი - აღწერა,7,medium,false,true,REVIEW_REQUIRED,გახდი აბიტურიენტების კლუბის წევრი და მოემზადე სტუდენტობისთვის ალტე უნივერსიტეტთან ერთად!,,,,
full_alte_local_kb_admissions_general_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,alte_knowledge_base_ka.jsonl,html_title,ka,Admissions,admissions_general,html_title,8,medium,false,true,REVIEW_REQUIRED,🎓 აბიტურიენტების კლუბი | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_admissions_general_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,alte_knowledge_base_ka.jsonl,აბიტურიენტების კლუბი - აღწერა,ka,Admissions,admissions_general,აბიტურიენტების კლუბი - აღწერა,9,medium,false,true,REVIEW_REQUIRED,რა არის “აბიტურიენტების კლუბი„?,,,,
full_alte_local_kb_visa_relocation_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,alte_knowledge_base_ka.jsonl,აბიტურიენტების კლუბი,ka,International Admissions,visa_relocation,აბიტურიენტების კლუბი,10,high,true,false,HANDOVER_ONLY,"რა არის „აბიტურიენტების კლუბი“? „აბიტურიენტების კლუბი“ „ალტე უნივერსიტეტის“ პროექტია მათთვის, ვინც სტუდენტობას გეგმავს. კლუბის მიზანია, აბიტურიენტებს, საქართველოს მასშტაბით, დაეხმაროს დატვირთული გრაფიკის ფონზე სოციალიზაც",,,,
full_alte_local_kb_medicine_md_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,alte_knowledge_base_ka.jsonl,html_title,ka,Medicine,medicine_md,html_title,11,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტის მედიცინის კლუბი - ALTE MED CLUB,,,,
full_alte_local_kb_medicine_md_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,alte_knowledge_base_ka.jsonl,ALTE MED CLUB,ka,Medicine,medicine_md,ALTE MED CLUB,12,high,true,false,NEEDS_OFFICIAL_SOURCE,"რა არის „ALTE MED CLUB“? ALTE MED CLUB მედიცინით დაინტერესებული სკოლის მოსწავლეებისთვის შეიქმნა. ეს არის სივრცე, სადაც მოსწავლეებს შეუძლიათ, უკეთ გაეცნონ ალტე უნივერსიტეტის მედიცინის საერთაშორისო სკოლას, პროგრამებს, სასწ",,,,
full_alte_local_kb_medicine_md_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,alte_knowledge_base_ka.jsonl,html_title,ka,Medicine,medicine_md,html_title,13,high,true,false,NEEDS_OFFICIAL_SOURCE,ALTE MED CLUB მედიცინით დაინტერესებული სკოლის მოსწავლეებისთვის შეიქმნა.,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-adamianis-uflebebis-samartlis-kvireuli,https://alte.edu.ge/ka/adamianis-uflebebis-samartlis-kvireuli,alte_knowledge_base_ka.jsonl,ადამიანის უფლებების სამართლის კვირეული - აღწერა,ka,General,program_overview,ადამიანის უფლებების სამართლის კვირეული - აღწერა,21,medium,false,true,REVIEW_REQUIRED,"კვირეული ყოველწლიურად დეკემბერში იმართება, მისი მიზანია სტუდენტებსა და ახალგაზრდებში ადამიანის უფლებების პრობლემური საკითხების შესახებ ცოდნის გავრცელება და უნივერსიტეტების თანამშრომლობის გზით, ადამიანის უფლებების სამართლ",,,,
full_alte_local_kb_international_admissions_alte-edu-ge-ka-adamianis-uflebebis-samartlis-kvireuli,https://alte.edu.ge/ka/adamianis-uflebebis-samartlis-kvireuli,alte_knowledge_base_ka.jsonl,ადამიანის უფლებების სამართლის კვირეული,ka,International Admissions,international_admissions,ადამიანის უფლებების სამართლის კვირეული,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"❏ კვირეული ყოველწლიურად დეკემბერში იმართება, მისი მიზანია სტუდენტებსა და ახალგაზრდებში ადამიანის უფლებების პრობლემური საკითხების შესახებ ცოდნის გავრცელება და უნივერსიტეტების თანამშრომლობის გზით, ადამიანის უფლებების სამარ",,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-adamianis-uflebebisa-da-omis-samartlis-urtiertqmedeba-ukrainis-magaliti,https://alte.edu.ge/ka/adamianis-uflebebisa-da-omis-samartlis-urtiertqmedeba-ukrainis-magaliti,alte_knowledge_base_ka.jsonl,ადამიანის უფლებებისა და ომის სამართლის ურთიერთქმედება: უკრაინის მაგალითი - აღწერა,ka,General,program_overview,ადამიანის უფლებებისა და ომის სამართლის ურთიერთქმედება: უკრაინის მაგალითი - აღწერა,23,medium,false,true,REVIEW_REQUIRED,"ადამიანის უფლებათა კვირეულის ფარგლებში ალტე უნივერსიტეტში 6 დეკემბერს გაიმართება საჯარო დისკუსია თემაზე: ,,ადამიანის უფლებებისა და ომის სამართლის ურთიერთქმედება:უკრაინის მაგალითი“",,,,
full_alte_local_kb_international_admissions_alte-edu-ge-ka-adamianis-uflebebisa-da-omis-samartlis-urtiertqmedeba-ukrainis-magaliti,https://alte.edu.ge/ka/adamianis-uflebebisa-da-omis-samartlis-urtiertqmedeba-ukrainis-magaliti,alte_knowledge_base_ka.jsonl,ადამიანის უფლებებისა და ომის სამართლის ურთიერთქმედება: უკრაინის მაგალითი,ka,International Admissions,international_admissions,ადამიანის უფლებებისა და ომის სამართლის ურთიერთქმედება: უკრაინის მაგალითი,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ადამიანის უფლებათა კვირეულის ფარგლებში ალტე უნივერსიტეტში 6 დეკემბერს გაიმართება საჯარო დისკუსია თემაზე: ,,ადამიანის უფლებებისა და ომის სამართლის ურთიერთქმედება:უკრაინის მაგალითი“ საჯარო დისკუსიას გამართავს ალტე უნივერსი",,,,
full_alte_local_kb_medicine_md_alte-edu-ge-ka-administratsiuli-registratsia-meditsinisa-da-kompiuteruli-metsnierebis-prog,https://alte.edu.ge/ka/administratsiuli-registratsia-meditsinisa-da-kompiuteruli-metsnierebis-programebistvis,alte_knowledge_base_ka.jsonl,ადმინისტრაციული რეგისტრაცია მედიცინისა და კომპიუტერული მეცნიერების პროგრამებისთვის - აღწერა,ka,Medicine,medicine_md,ადმინისტრაციული რეგისტრაცია მედიცინისა და კომპიუტერული მეცნიერების პროგრამებისთვის - აღწერა,25,high,true,false,NEEDS_OFFICIAL_SOURCE,"გაცნობებთ, რომ ალტე უნივერსიტეტში მედიცინის ქართულენოვანი, ინგლისურენოვანი და კომპიუტერული მეცნიერების ინგლისურენოვანი პროგრამების ადმინისტრაციული რეგისტრაციის პროცესი წარიმართება 23-24 სექტემებრეს.",,,,
full_alte_local_kb_medicine_md_alte-edu-ge-ka-administratsiuli-registratsia-meditsinisa-da-kompiuteruli-metsnierebis-prog,https://alte.edu.ge/ka/administratsiuli-registratsia-meditsinisa-da-kompiuteruli-metsnierebis-programebistvis,alte_knowledge_base_ka.jsonl,ადმინისტრაციული რეგისტრაცია მედიცინისა და კომპიუტერული მეცნიერების პროგრამებისთვის,ka,Medicine,medicine_md,ადმინისტრაციული რეგისტრაცია მედიცინისა და კომპიუტერული მეცნიერების პროგრამებისთვის,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"გაცნობებთ, რომ ალტე უნივერსიტეტში მედიცინის ქართულენოვანი, ინგლისურენოვანი და კომპიუტერული მეცნიერების ინგლისურენოვანი პროგრამების ადმინისტრაციული რეგისტრაციის პროცესი წარიმართება 23-24 სექტემებრეს . სარეგისტრაციო ბმული ",,,,
full_alte_local_kb_dentistry_alte-edu-ge-ka-admission-for-spring-2024-is-open,https://alte.edu.ge/ka/admission-for-spring-2024-is-open,alte_knowledge_base_ka.jsonl,Admission for Spring 2024 is Open - აღწერა,ka,Admissions,dentistry,Admission for Spring 2024 is Open - აღწერა,27,high,true,false,REVIEW_REQUIRED,"Alte University announces the opening of the admission for SPRING 2024 intake for the Medical Doctor, Dentistry, and Computer Science Programs.",,,,
full_alte_local_kb_visa_relocation_alte-edu-ge-ka-admission-for-spring-2024-is-open,https://alte.edu.ge/ka/admission-for-spring-2024-is-open,alte_knowledge_base_ka.jsonl,Admission for Spring 2024 is Open,ka,Medicine,visa_relocation,Admission for Spring 2024 is Open,1,high,true,false,HANDOVER_ONLY,"Alte University announces the opening of the admission for SPRING 2024 intake for the Medical Doctor, Dentistry, and Computer Science Programs. Currently, more than 1000 international students from 28 different countries",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,აკადემიური კალენდარი - აღწერა,ka,Academic Registry,deadlines_calendar,აკადემიური კალენდარი - აღწერა,29,high,true,false,NEEDS_OFFICIAL_SOURCE,"გაეცანი ალტე უნივერსიტეტის აკადემიურ კალენდარს სემესტრების, გამოცდებისა და უქმე დღეებისთვის!",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,აკადემიური კალენდარი,ka,Academic Registry,deadlines_calendar,აკადემიური კალენდარი,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"აკადემიური კალენდარი არის ყოველწლიურად დამტკიცებული კალენდარი 2 სემესტრის მიხედვით, რომელიც შეიცავს ინფორმაციას, კვირეების მიხედვით, სასწავლო პერიოდის, შუალედური, დასკვნითი და დამატებითი გამოცდებისა, უქმე დღეების და არდა",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,html_title,ka,Academic Registry,deadlines_calendar,html_title,2,high,true,false,NEEDS_OFFICIAL_SOURCE,📅 აკადემიური კალენდარი | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,გამოცდების შესახებ - აღწერა,ka,Academic Registry,deadlines_calendar,გამოცდების შესახებ - აღწერა,3,high,true,false,NEEDS_OFFICIAL_SOURCE,"გაიგე გამოცდების ფორმატები და ცხრილები ალტე უნივერსიტეტში, შეამოწმე ემისში ინფორმაცია!",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,გამოცდების შესახებ,ka,Academic Registry,deadlines_calendar,გამოცდების შესახებ,4,high,true,false,NEEDS_OFFICIAL_SOURCE,"საგამოცდო ცენტრის მისია ალტე უნივერსიტეტში საგამოცდო ცენტრი მოქმედებს საქართველოს კანონმდებლობის, უნივერსიტეტში მოქმედი დებულების და მარეგულირებელი აქტების საფუძველზე. ცენტრის მიზანია, გამოცდების (როგორც ელექტრონული, ისე",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,html_title,ka,Academic Registry,deadlines_calendar,html_title,5,high,true,false,NEEDS_OFFICIAL_SOURCE,📝 გამოცდების შესახებ | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_required_documents_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,ემისის მოხმარების წესი - აღწერა,ka,General,required_documents,ემისის მოხმარების წესი - აღწერა,6,high,true,false,NEEDS_OFFICIAL_SOURCE,"გაიგე, როგორ გამოიყენო ემისი სასწავლო პროცესის მართვისა და დოკუმენტების მოთხოვნისთვის!",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,ემისის მოხმარების წესი,ka,Academic Registry,deadlines_calendar,ემისის მოხმარების წესი,7,high,true,false,NEEDS_OFFICIAL_SOURCE,"ემისი არის ალტე უნივერსიტეტის სტუდენტზე მორგებული ონლაინ პლატფორმა, რომელიც სტუდენტს სასწავლო პროცესის ეფექტურად დაგეგმვასა და ინფორმირებულობაში უწყობს ხელს. სტუდენტური პორტალი შესაძლებლობას იძლევა სტუდენტმა მიიღოს ინფორ",,,,
full_alte_local_kb_about_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,html_title,ka,General,about,html_title,8,low,false,true,APPROVE_CANDIDATE,📲 ემისის მოხმარების წესი | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_about_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,სტუდენტური გზამკვლევი - აღწერა,ka,General,about,სტუდენტური გზამკვლევი - აღწერა,9,low,false,true,APPROVE_CANDIDATE,გაიგე ყველაფერი ალტე უნივერსიტეტის სასწავლო პროცესსა და სტუდენტურ ცხოვრებაზე!,,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,სტუდენტური გზამკვლევი,ka,Academic Registry,deadlines_calendar,სტუდენტური გზამკვლევი,10,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის სტუდენტურ გზამკვლევში, მოცემულია ინფორმაცია აკადემიურ მოთხოვნებზე, სასწავლო პროცესებსა და გარემოზე, სტუდენტურ სერვისებზე, საუნივერსიტეტო ცხოვრებასა და აქტივობებზე. მოცემული დოკუმენტის საშუალებით, სტუდე",,,,
full_alte_local_kb_about_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,html_title,ka,General,about,html_title,11,low,false,true,APPROVE_CANDIDATE,📘 სტუდენტური გზამკვლევი | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_about_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,სტუდენტების საკონსულტაციო საათები - აღწერა,ka,General,about,სტუდენტების საკონსულტაციო საათები - აღწერა,12,low,false,true,APPROVE_CANDIDATE,დაჯავშნე საკონსულტაციო საათები და მიიღე ლექტორისგან დამატებითი აკადემიური მხარდაჭერა!,,,,
full_alte_local_kb_admissions_general_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,სტუდენტების საკონსულტაციო საათები,ka,Admissions,admissions_general,სტუდენტების საკონსულტაციო საათები,13,medium,false,true,REVIEW_REQUIRED,"ალტე უნივერსიტეტის სტუდენტებისათვის სასწავლო პროგრამითა და შესაბამისი კურსების სილაბუსით, ლექტორებთან დამატებითი საკონსულტაციო მხარდაჭერის მიღების შესაძლებლობაა გათვალისწინებული. იმ შემთხვევაში, თუ სალექციო/სასემინარო სა",,,,
full_alte_local_kb_about_alte-edu-ge-ka-akademiuri-informatsia,https://alte.edu.ge/ka/akademiuri-informatsia,alte_knowledge_base_ka.jsonl,html_title,ka,General,about,html_title,14,low,false,true,APPROVE_CANDIDATE,📅 სტუდენტების საკონსულტაციო საათები | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-kalendari,https://alte.edu.ge/ka/akademiuri-kalendari,alte_knowledge_base_ka.jsonl,აკადემიური კალენდარი - აღწერა,ka,Academic Registry,deadlines_calendar,აკადემიური კალენდარი - აღწერა,44,high,true,false,NEEDS_OFFICIAL_SOURCE,"გაეცანი ალტე უნივერსიტეტის აკადემიურ კალენდარს სემესტრების, გამოცდებისა და უქმე დღეებისთვის!",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-kalendari,https://alte.edu.ge/ka/akademiuri-kalendari,alte_knowledge_base_ka.jsonl,აკადემიური კალენდარი,ka,Academic Registry,deadlines_calendar,აკადემიური კალენდარი,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"აკადემიური კალენდარი არის ყოველწლიურად დამტკიცებული კალენდარი 2 სემესტრის მიხედვით, რომელიც შეიცავს ინფორმაციას, კვირეების მიხედვით, სასწავლო პერიოდის, შუალედური, დასკვნითი და დამატებითი გამოცდებისა, უქმე დღეების და არდა",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-kalendari,https://alte.edu.ge/ka/akademiuri-kalendari,alte_knowledge_base_ka.jsonl,html_title,ka,Academic Registry,deadlines_calendar,html_title,2,high,true,false,NEEDS_OFFICIAL_SOURCE,📅 აკადემიური კალენდარი | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-akademiuri-programebi,https://alte.edu.ge/ka/akademiuri-programebi,alte_knowledge_base_ka.jsonl,სწავლა - აღწერა,ka,Academic Registry,deadlines_calendar,სწავლა - აღწერა,47,high,true,false,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-akademiuri-programebi,https://alte.edu.ge/ka/akademiuri-programebi,alte_knowledge_base_ka.jsonl,საბაკალავრო პროგრამები - აღწერა,ka,General,program_overview,საბაკალავრო პროგრამები - აღწერა,1,medium,false,true,REVIEW_REQUIRED,გაეცანით ალტე უნივერსიტეტის საბაკალავრო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-akademiuri-programebi,https://alte.edu.ge/ka/akademiuri-programebi,alte_knowledge_base_ka.jsonl,html_title,ka,General,program_overview,html_title,2,medium,false,true,REVIEW_REQUIRED,საბაკალავრო პროგრამები | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_medicine_md_alte-edu-ge-ka-akademiuri-programebi,https://alte.edu.ge/ka/akademiuri-programebi,alte_knowledge_base_ka.jsonl,ერთსაფეხურიანი სამედიცინო პროგრამები - აღწერა,ka,Medicine,medicine_md,ერთსაფეხურიანი სამედიცინო პროგრამები - აღწერა,3,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინის საერთაშორისო სკოლა ქართველ და საერთაშორისო სტუდენტებს სთავაზობს სამ პროგრამას: მედიცინა (ENG), მედიცინა (GEO) და სტომატოლოგია (ENG)",,,,
full_alte_local_kb_medicine_md_alte-edu-ge-ka-akademiuri-programebi,https://alte.edu.ge/ka/akademiuri-programebi,alte_knowledge_base_ka.jsonl,ერთსაფეხურიანი სამედიცინო პროგრამები,ka,Medicine,medicine_md,ერთსაფეხურიანი სამედიცინო პროგრამები,4,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინა მეცნიერული ცოდნის, ტექნოლოგიებისა და პრაქტიკულ ღონისძიებათა სისტემაა, რომელიც მიზნად ისახავს ადამიანის დაავადებათა დიაგნოსტირებას, მკურნალობასა და პროფილაქტიკას, მისი ჯანმრთელობისა და შრომისუნარიანობის შენარჩუნე",,,,
